arab_constant_scale,arab_rainfall_scale,catch,funest_spline_scale,funest_veg_scale,incidence_likelihood,iteration,log_spline_rainfall_ratio,outputs,prevalence_likelihood,rank,sample,total
,8.57356714883068,bbondo,,,0.8211543328589879,0,-0.4291067254630062,\\internal.idm.ctr\IDM\Home\jsuresh\output\bbondo_burnin_old_immunity_iter0_20181003_200907\7e6\534\0d4\7e65340d-49c7-e811-a2bd-c4346bcb1555,0.6955614182760969,0,70,1.5167157511350848
8.40670836688247,11.821000962044554,chiyabi,10.691530490828393,6.870759278750238,0.5626640508297541,0,,\\internal.idm.ctr\IDM\Home\jsuresh\output\chiyabi_burnin_higher_v2_iter0_20180921_020207\33f\e21\164\33fe2116-43bd-e811-a2bd-c4346bcb1555,0.09635920788337406,0,61,0.6590232587131282
