sample,0
0,1.4498832025126484e-62
1,1.151652628074779e-62
2,5.657150217901755e-62
3,1.0847505097791829e-61
4,3.912527314896424e-60
5,3.5440709607746837e-56
6,2.6050831098867025e-55
7,2.091538636371198e-49
8,2.016810839179772e-39
9,1.2861471199917302e-33
10,2.4513961781951692e-26
11,1.7187134597039173e-16
12,5.437301037868154e-15
13,6.573176621030767e-12
14,7.8030960010955e-10
15,1.601303154408303e-61
16,1.3872152093209145e-62
17,5.727182503854212e-61
18,6.207479905850103e-63
19,2.8912135819803025e-59
20,3.9215389395703077e-57
21,9.162077278460905e-55
22,2.861982906484653e-48
23,1.2211519790674263e-42
24,1.8214066285891205e-35
25,3.5932724144525064e-27
26,2.8820757822134233e-17
27,1.2464175446547934e-14
28,2.8126789245121236e-13
29,7.1698098533319294e-09
30,4.127758767670072e-61
31,4.843206776560905e-61
32,1.1873776978154038e-61
33,6.384624570726733e-60
34,1.7686482126773523e-58
35,1.630215343868312e-56
36,7.082894211530823e-55
37,3.6842239400805834e-48
38,2.4177927774127323e-37
39,3.8135616055283733e-39
40,7.575361448621589e-22
41,1.0820503727670594e-17
42,1.1831635410348144e-15
43,1.8270018143905285e-13
44,3.509870973642603e-08
45,2.382430460891016e-62
46,2.821157853054886e-63
47,1.0118725973614006e-61
48,4.430868230561835e-61
49,1.8946725296859166e-62
50,2.417598866337288e-56
51,7.094550739723296e-55
52,3.9625905050379105e-49
53,2.85706059122828e-42
54,1.0094416652217196e-39
55,4.257162016472976e-22
56,6.080118772541433e-18
57,6.315124536758801e-15
58,3.9214482863128224e-13
59,6.265323250004348e-10
60,1.8494830879183863e-60
61,1.4871883232449005e-61
62,4.938749099231299e-62
63,1.2116130770174022e-61
64,1.6069239141415498e-61
65,3.4675514278903756e-63
66,2.2067710758764013e-56
67,5.1342103997813227e-51
68,1.199294199561312e-45
69,3.9161216310271934e-38
70,2.4962813505071505e-24
71,5.469128252313027e-18
72,9.566793988345555e-15
73,3.072226238742125e-12
74,2.5996182540168373e-10
75,9.11491505432904e-63
76,4.004813209660512e-59
77,1.2397832057679326e-59
78,5.349906502433615e-61
79,3.973319307855751e-60
80,1.8171225603028436e-58
81,2.5012931296330135e-58
82,7.984026441844606e-58
83,7.601135879008933e-42
84,5.512551826039662e-38
85,2.0206299647196432e-25
86,3.9282473705943615e-17
87,2.8245814400951144e-14
88,1.2220471378240015e-11
89,1.2414215953437028e-08
90,1.3776823585622518e-60
91,6.2593595384445206e-58
92,4.932945108466868e-61
93,2.7712226048411587e-61
94,6.0925179513423866e-61
95,1.0578257205854274e-61
96,2.78320130476943e-58
97,5.340242804501605e-54
98,8.389005430855728e-50
99,1.948690836246777e-40
100,5.745636632499865e-27
101,4.70439282415993e-17
102,2.3838960644842164e-14
103,4.9811891792440844e-12
104,8.66042529099627e-09
105,3.8550714731768146e-60
106,1.6164783589013605e-57
107,3.249995416725848e-56
108,3.6389603733398564e-59
109,5.2085894297846556e-61
110,1.4208065087585732e-55
111,4.385504068456909e-54
112,1.174117512787973e-53
113,4.92958233882639e-51
114,1.3375683593471886e-42
115,4.0880679544168803e-22
116,9.774945272229107e-18
117,6.901020078053666e-13
118,2.4700196480041e-11
119,5.039847735670278e-09
120,1.3979000570302955e-55
121,5.036928479400396e-57
122,1.539012432458973e-55
123,4.150368509326512e-56
124,5.480935988017949e-54
125,1.6006612844153385e-54
126,3.81121794890327e-51
127,9.835446816589818e-52
128,7.097522384868489e-43
129,2.871528516091334e-37
130,3.899118606320082e-22
131,9.449459905408463e-14
132,7.67591202444223e-12
133,5.5649832623956963e-11
134,1.380234617187294e-08
135,5.1623931812133e-52
136,1.2135754336405126e-50
137,1.8067912483885354e-49
138,3.2131645106237427e-53
139,4.31823807269631e-52
140,1.721475524336842e-50
141,3.631789384216704e-49
142,5.728240706826097e-46
143,8.500713500496386e-41
144,3.615067480303272e-28
145,7.490996655803559e-21
146,3.261841349684751e-12
147,9.65745560828255e-11
148,6.200156434617469e-09
149,3.4083913869559576e-07
150,1.3752568806428506e-44
151,1.4871628968628518e-49
152,2.958570520880434e-47
153,4.438401543536034e-46
154,8.046406551703153e-48
155,3.865725055168114e-47
156,7.559317740440684e-47
157,6.781639569002012e-41
158,2.0625148942487046e-35
159,2.9888456956694662e-24
160,4.0343106574400843e-16
161,4.109607170844774e-10
162,6.5991675809739945e-09
163,1.1039849766776173e-07
164,9.735044080642567e-06
165,6.274674817931227e-44
166,2.0569647293508302e-44
167,2.445891346452176e-48
168,1.4366480230227243e-45
169,6.175600227874029e-49
170,4.06831563313162e-43
171,4.4653486890141167e-41
172,3.4325201876805116e-38
173,2.756067586785309e-28
174,3.1044171162691238e-18
175,2.4172805928375904e-10
176,2.115649377176903e-08
177,9.739480575668942e-07
178,1.9350385150920203e-05
179,4.5226311680985326e-05
180,7.833348417704301e-42
181,9.01549415042875e-40
182,2.6938003370188996e-42
183,2.5983036426629215e-40
184,3.2784568194681605e-41
185,2.6796873494762535e-37
186,2.5699495357738057e-35
187,1.3661367097174356e-28
188,4.807498756241255e-16
189,5.859567032699197e-11
190,2.3135627324675315e-07
191,8.209871390496634e-06
192,4.892470893378014e-05
193,0.0005521099605431295
194,0.0016272654812379069
195,4.833156584056688e-32
196,4.977453498661112e-31
197,4.1348555092637385e-31
198,5.123549776878345e-29
199,1.0887538761837848e-31
200,5.2155915016582526e-27
201,3.3765915470277846e-22
202,5.6502647663964113e-14
203,1.6773829596530226e-12
204,3.994559795271373e-06
205,7.906624411448112e-05
206,0.00039613017370753963
207,0.0006319093927616792
208,0.0008480160926831023
209,0.003163261539072347
210,2.6405970434485062e-14
211,5.0838615254420766e-14
212,3.433200288928606e-13
213,7.562399508618148e-14
214,6.077764430845519e-14
215,6.526452449696873e-11
216,2.4371146308185056e-10
217,1.2849208236307672e-07
218,1.4554359180354663e-05
219,0.00013314934858049422
220,0.0012168984699838855
221,0.011755286633037891
222,0.0010277360388402843
223,0.007651516160761067
224,0.0025234450769439894
