sample,0
0,1.2803567819377134e-93
1,3.5433038897134375e-93
2,9.628822983171092e-92
3,7.016951223084288e-91
4,1.1488445164807528e-88
5,7.451085388450568e-81
6,3.6040128655849606e-78
7,1.051323849677011e-67
8,3.5445968305580876e-48
9,1.4611767793070862e-34
10,4.8688022081698945e-19
11,0.0006186269212339869
12,8.607922101026791e-05
13,0.0020051890131870297
14,2.2108737627924293e-05
15,1.1881684526630764e-90
16,3.322413402698447e-92
17,5.639775770005549e-90
18,1.2114083607470573e-91
19,1.445104191579012e-85
20,1.2885730743943793e-82
21,7.83701861301631e-77
22,5.328452875386032e-64
23,9.453731221159648e-53
24,7.384852646011214e-39
25,4.399512771494234e-22
26,3.952753403683668e-05
27,0.0017523116534079713
28,9.520822183030582e-05
29,9.745386180257157e-05
30,2.3036932316139184e-90
31,3.684803969452324e-88
32,4.103655245037753e-90
33,7.299365112994942e-88
34,1.1752095999365563e-85
35,1.1378521235327768e-80
36,2.822004743904413e-77
37,2.4751799959708723e-63
38,8.641827413524253e-41
39,6.06813560598072e-46
40,3.528522548888055e-12
41,0.000773451790415408
42,0.000128092566438999
43,0.00010727966616065893
44,6.862116398208348e-05
45,1.2625806653228939e-92
46,1.0259648247375167e-93
47,1.1917411072462953e-91
48,1.21971565712406e-90
49,2.8281538146016807e-93
50,1.9168846580974257e-81
51,4.114326683137743e-77
52,4.597535261386581e-67
53,1.3375648157084202e-51
54,6.908939674946725e-47
55,9.094737586977578e-13
56,0.00010172145138223148
57,0.00045799401222289076
58,7.5927711861595326e-06
59,2.606974793929695e-05
60,3.3607442417223386e-90
61,8.912672230410086e-93
62,2.5889570934370503e-92
63,5.226979942292629e-93
64,2.8266424914203928e-92
65,5.834490282275526e-93
66,7.639797565869357e-81
67,3.415254595824345e-72
68,8.066937731694496e-59
69,1.3657835574609638e-43
70,1.9886428225153775e-17
71,2.47256934379256e-06
72,0.000994448912998215
73,0.000605096675297378
74,6.651409984060432e-05
75,5.327402372087805e-95
76,9.704744615047024e-91
77,6.836809659510824e-91
78,7.267253366701796e-93
79,3.3124273369735212e-93
80,9.272963248763468e-89
81,4.720550863441215e-87
82,7.827435476473376e-85
83,1.4096142262957022e-53
84,1.7063675137307104e-45
85,5.210931761857619e-21
86,6.980599462894459e-06
87,0.0001806729379624352
88,0.00032529092022711516
89,5.567300787074383e-05
90,1.0141637069069807e-92
91,2.219408942645362e-90
92,2.306665775616598e-94
93,3.0528546056571483e-94
94,2.1427361063811125e-96
95,2.0802592746266717e-96
96,6.992300408598237e-91
97,1.777337677673217e-82
98,1.0888915334466253e-70
99,2.650624537047736e-52
100,9.621299021854256e-26
101,5.909229954854693e-08
102,2.0689769735501214e-05
103,0.0002744016871471843
104,3.4896155914973036e-05
105,2.2224917263364664e-97
106,2.1438045759913753e-91
107,9.614287801933572e-94
108,1.2060468244748246e-94
109,7.793550191711199e-97
110,1.5440125895827245e-92
111,4.636218403824211e-88
112,3.2018532559393597e-84
113,3.736076958075908e-79
114,1.7522590126657613e-62
115,3.987373999288303e-18
116,3.91978587213457e-11
117,5.854992993554196e-06
118,2.1150998803120068e-05
119,5.346755083834881e-05
120,4.305331066276263e-95
121,4.9567962954527847e-98
122,6.371337903425431e-95
123,6.015718698014762e-100
124,5.858541131689329e-93
125,1.3278037817116147e-94
126,6.911810048907699e-89
127,2.497103725777057e-86
128,2.598574235845032e-67
129,3.709236576705596e-53
130,3.9323265464407204e-25
